Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;;;;;;
19:20:09.617028;IP;localhost;domain ; localhost;38926;;;;;;61889;5/0/1;CNAME;pixel-origin.mathtag.com.,;A;1;;;;;A;185.29.135.181;-136;;;;;;;;;;;;
19:20:09.617244;IP;localhost;54169; localhost;domain;;;;;;17294;[1au];A?;tracking.m6r.eu.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:09.617796;IP;localhost;54169; localhost;domain;;;;;;43928;[1au];AAAA?;tracking.m6r.eu.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:09.618087;IP;localhost;domain ; localhost;54169;;;;;;43928;2/0/1;CNAME;tracking.m6r.eu.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:09.640786;IP;localhost;44517; localhost;domain;;;;;;15336;[1au];A?;ssbsync.smartadserver.com.;-54;1;;;;;;;;;;;;;;;;;;;
19:20:09.641333;IP;localhost;domain ; localhost;54169;;;;;;17294;3/0/1;CNAME;tracking.m6r.eu.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:09.643533;IP;localhost;domain ; localhost;38926;;;;;;30161;1/0/1;CNAME;pixel-origin.mathtag.com.;-72;1;;;;;;;;;;;;;;;;;;;
19:20:09.643730;IP;localhost;44517; localhost;domain;;;;;;15346;[1au];AAAA?;ssbsync.smartadserver.com.;-54;1;;;;;;;;;;;;;;;;;;;
19:20:09.652781;IP;localhost;45344; localhost;domain;;;;;;843;[1au];A?;www.facebook.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:09.653283;IP;localhost;45344; localhost;domain;;;;;;45909;[1au];AAAA?;www.facebook.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:09.662850;IP;localhost;domain ; localhost;44517;;;;;;15336;11/0/1;CNAME;ssbsync-geo.smartadserver.com.,;CNAME;1;;;;;CNAME;ssbsync-itx5.smartadserver.com.,;A;185.86.138.129,;A;185.86.138.119,;A;185.86.138.120,;A;185.86.138.131,;A;185.86.138.132,;A;185.86.138.130;-308
19:20:09.667340;IP;localhost;domain ; localhost;44517;;;;;;15346;5/0/1;CNAME;ssbsync-geo.smartadserver.com.,;CNAME;1;;;;;CNAME;ssbsync-itx5.smartadserver.com.;-212;;;;;;;;;;;;
19:20:09.676321;IP;localhost;domain ; localhost;45344;;;;;;45909;2/0/1;CNAME;star-mini.c10r.facebook.com.,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:09.676455;IP;localhost;domain ; localhost;45344;;;;;;843;2/0/1;CNAME;star-mini.c10r.facebook.com.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:09.764899;IP;localhost;59336; localhost;domain;;;;;;1295;[1au];A?;cdn.ampproject.org.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:09.765450;IP;localhost;59336; localhost;domain;;;;;;10521;[1au];AAAA?;cdn.ampproject.org.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:09.765632;IP;localhost;domain ; localhost;59336;;;;;;10521;2/0/1;CNAME;cdn-content.ampproject.org.,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:09.788348;IP;localhost;domain ; localhost;59336;;;;;;1295;2/0/1;CNAME;cdn-content.ampproject.org.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:10.194816;IP;localhost;36126; localhost;domain;;;;;;4421;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:10.195135;IP;localhost;domain ; localhost;36126;;;;;;4421;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:10.195174;IP;localhost;36126; localhost;domain;;;;;;35152;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:10.195376;IP;localhost;domain ; localhost;36126;;;;;;35152;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:10.294131;IP;localhost;59088; localhost;domain;;;;;;26873;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:10.294637;IP;localhost;domain ; localhost;59088;;;;;;26873;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:10.294693;IP;localhost;59088; localhost;domain;;;;;;44036;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;;;
19:20:10.294944;IP;localhost;domain ; localhost;59088;;;;;;44036;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:11.759998;IP;localhost;53580; localhost;domain;;;;;;50811;[1au];A?;www.1001jeux.fr.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:11.760227;IP;localhost;domain ; localhost;53580;;;;;;50811;2/0/1;A;104.26.2.46,;A;1;;;;;;;;;;;;;;;;;;;
19:20:11.760311;IP;localhost;53580; localhost;domain;;;;;;43653;[1au];AAAA?;www.1001jeux.fr.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:11.760428;IP;localhost;domain ; localhost;53580;;;;;;43653;2/0/1;AAAA;2606:4700:20::681a:22e,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:13.096017;IP;localhost;48557; localhost;domain;;;;;;15440;[1au];A?;adservice.google.fr.;-48;1;;;;;;;;;;;;;;;;;;;
19:20:13.096337;IP;localhost;domain ; localhost;48557;;;;;;15440;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:13.096466;IP;localhost;48557; localhost;domain;;;;;;41050;[1au];AAAA?;adservice.google.fr.;-48;1;;;;;;;;;;;;;;;;;;;
19:20:13.096631;IP;localhost;domain ; localhost;48557;;;;;;41050;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:13.101644;IP;localhost;53193; localhost;domain;;;;;;5140;[1au];A?;adservice.google.com.;-49;1;;;;;;;;;;;;;;;;;;;
19:20:13.102035;IP;localhost;53193; localhost;domain;;;;;;36893;[1au];AAAA?;adservice.google.com.;-49;1;;;;;;;;;;;;;;;;;;;
19:20:13.125343;IP;localhost;domain ; localhost;53193;;;;;;36893;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:13.125567;IP;localhost;domain ; localhost;53193;;;;;;5140;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:13.410354;IP;localhost;41755; localhost;domain;;;;;;4706;[1au];A?;static.h-bid.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:13.410830;IP;localhost;41755; localhost;domain;;;;;;57963;[1au];AAAA?;static.h-bid.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:13.432810;IP;localhost;domain ; localhost;41755;;;;;;4706;2/0/1;CNAME;429520581.r.cdnsun.net.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:13.435212;IP;localhost;domain ; localhost;41755;;;;;;57963;1/0/1;CNAME;429520581.r.cdnsun.net.;-81;1;;;;;;;;;;;;;;;;;;;
19:20:14.187870;IP;localhost;48257; localhost;domain;;;;;;26768;[1au];A?;vendorlist.consensu.org.;-52;1;;;;;;;;;;;;;;;;;;;
19:20:14.188348;IP;localhost;48257; localhost;domain;;;;;;60572;[1au];AAAA?;vendorlist.consensu.org.;-52;1;;;;;;;;;;;;;;;;;;;
19:20:14.209914;IP;localhost;domain ; localhost;48257;;;;;;26768;5/0/1;CNAME;dzp5etodm9s0j.cloudfront.net.,;A;1;;;;;A;13.225.31.3;-158;;;;;;;;;;;;
19:20:14.211903;IP;localhost;domain ; localhost;48257;;;;;;60572;9/0/1;CNAME;dzp5etodm9s0j.cloudfront.net.,;AAAA;1;;;;;AAAA;2600:9000:2113:a400:1:af78:4c0:93a1,;AAAA;2600:9000:2113:3e00:1:af78:4c0:93a1,;AAAA;2600:9000:2113:5000:1:af78:4c0:93a1,;AAAA;2600:9000:2113:7400:1:af78:4c0:93a1,;AAAA;2600:9000:2113:8c00:1:af78:4c0:93a1;-318;;;;
19:20:14.304715;IP;localhost;55203; localhost;domain;;;;;;64603;[1au];A?;api.rlcdn.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:14.304907;IP;localhost;domain ; localhost;55203;;;;;;64603;1/0/1;A;35.244.174.68;-58;1;;;;;;;;;;;;;;;;;;;
19:20:14.304938;IP;localhost;55203; localhost;domain;;;;;;19557;[1au];AAAA?;api.rlcdn.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:14.305026;IP;localhost;domain ; localhost;55203;;;;;;19557;0/0/1;-42;;;1;;;;;;;;;;;;;;;;;;;
19:20:14.600187;IP;localhost;50095; localhost;domain;;;;;;62920;[1au];A?;prebid.digitru.st.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:14.600617;IP;localhost;50095; localhost;domain;;;;;;39379;[1au];AAAA?;prebid.digitru.st.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:14.622420;IP;localhost;domain ; localhost;50095;;;;;;39379;9/0/1;CNAME;d34scehbumu6ys.cloudfront.net.,;AAAA;1;;;;;AAAA;2600:9000:219c:e200:a:d79f:3100:93a1,;AAAA;2600:9000:219c:1a00:a:d79f:3100:93a1,;AAAA;2600:9000:219c:de00:a:d79f:3100:93a1,;AAAA;2600:9000:219c:c400:a:d79f:3100:93a1,;AAAA;2600:9000:219c:5c00:a:d79f:3100:93a1;-313;;;;
19:20:14.622528;IP;localhost;domain ; localhost;50095;;;;;;62920;5/0/1;CNAME;d34scehbumu6ys.cloudfront.net.,;A;1;;;;;A;13.225.31.120;-153;;;;;;;;;;;;
19:20:15.011501;IP;localhost;42822; localhost;domain;;;;;;13276;[1au];A?;connect.facebook.net.;-49;1;;;;;;;;;;;;;;;;;;;
19:20:15.011946;IP;localhost;42822; localhost;domain;;;;;;34790;[1au];AAAA?;connect.facebook.net.;-49;1;;;;;;;;;;;;;;;;;;;
19:20:15.033367;IP;localhost;domain ; localhost;42822;;;;;;13276;2/0/1;CNAME;scontent.xx.fbcdn.net.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:15.035598;IP;localhost;domain ; localhost;42822;;;;;;34790;2/0/1;CNAME;scontent.xx.fbcdn.net.,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:16.878985;IP;localhost;50969; localhost;domain;;;;;;11248;[1au];A?;player.tubia.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:16.879260;IP;localhost;domain ; localhost;50969;;;;;;11248;2/0/1;A;104.26.2.53,;A;1;;;;;;;;;;;;;;;;;;;
19:20:16.879295;IP;localhost;50969; localhost;domain;;;;;;27642;[1au];AAAA?;player.tubia.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:16.879390;IP;localhost;domain ; localhost;50969;;;;;;27642;2/0/1;AAAA;2606:4700:20::681a:235,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:16.926752;IP;localhost;44676; localhost;domain;;;;;;32657;[1au];A?;www.1001jeux.fr.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:16.926936;IP;localhost;domain ; localhost;44676;;;;;;32657;2/0/1;A;104.26.2.46,;A;1;;;;;;;;;;;;;;;;;;;
19:20:16.927541;IP;localhost;44676; localhost;domain;;;;;;43932;[1au];AAAA?;www.1001jeux.fr.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:16.927670;IP;localhost;domain ; localhost;44676;;;;;;43932;2/0/1;AAAA;2606:4700:20::681a:22e,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:19.140758;IP;localhost;42956; localhost;domain;;;;;;41917;[1au];A?;dt.adsafeprotected.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:19.141114;IP;localhost;domain ; localhost;42956;;;;;;41917;2/0/1;CNAME;sjedt.adsafeprotected.com.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:19.141148;IP;localhost;42956; localhost;domain;;;;;;51144;[1au];AAAA?;dt.adsafeprotected.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:19.163167;IP;localhost;domain ; localhost;42956;;;;;;51144;1/0/1;CNAME;sjedt.adsafeprotected.com.;-71;1;;;;;;;;;;;;;;;;;;;
19:20:19.528070;IP;localhost;45798; localhost;domain;;;;;;877;[1au];A?;cdn.tubia.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:19.528471;IP;localhost;45798; localhost;domain;;;;;;36730;[1au];AAAA?;cdn.tubia.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:19.548828;IP;localhost;34111; localhost;domain;;;;;;47608;[1au];A?;js.honeybadger.io.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:19.549229;IP;localhost;34111; localhost;domain;;;;;;36099;[1au];AAAA?;js.honeybadger.io.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:19.549340;IP;localhost;domain ; localhost;34111;;;;;;36099;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;;;
19:20:19.552421;IP;localhost;domain ; localhost;45798;;;;;;36730;2/0/1;CNAME;di-j6a123de.leasewebultracdn.com.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:19.552651;IP;localhost;domain ; localhost;45798;;;;;;877;4/0/1;CNAME;di-j6a123de.leasewebultracdn.com.,;CNAME;1;;;;;-153;;;;;;;;;;;;;;
19:20:19.571126;IP;localhost;domain ; localhost;34111;;;;;;47608;4/0/1;A;143.204.222.91,;A;1;;;;;-110;;;;;;;;;;;;;;
19:20:20.030473;IP;localhost;43357; localhost;domain;;;;;;63000;[1au];A?;adservice.google.com.tr.;-52;1;;;;;;;;;;;;;;;;;;;
19:20:20.030755;IP;localhost;domain ; localhost;43357;;;;;;63000;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:20.030794;IP;localhost;43357; localhost;domain;;;;;;47651;[1au];AAAA?;adservice.google.com.tr.;-52;1;;;;;;;;;;;;;;;;;;;
19:20:20.030951;IP;localhost;domain ; localhost;43357;;;;;;47651;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:20.039371;IP;localhost;46665; localhost;domain;;;;;;16015;[1au];A?;api.tubia.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:20.039580;IP;localhost;domain ; localhost;46665;;;;;;16015;2/0/1;A;104.26.2.53,;A;1;;;;;;;;;;;;;;;;;;;
19:20:20.039616;IP;localhost;46665; localhost;domain;;;;;;17049;[1au];AAAA?;api.tubia.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:20.039716;IP;localhost;domain ; localhost;46665;;;;;;17049;2/0/1;AAAA;2606:4700:20::681a:335,;AAAA;1;;;;;;;;;;;;;;;;;;;
19:20:20.112383;IP;localhost;52720; localhost;domain;;;;;;9337;[1au];A?;tags.crwdcntrl.net.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:20.112862;IP;localhost;52720; localhost;domain;;;;;;63619;[1au];AAAA?;tags.crwdcntrl.net.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:20.113016;IP;localhost;domain ; localhost;52720;;;;;;63619;0/0/1;-47;;;1;;;;;;;;;;;;;;;;;;;
19:20:20.134491;IP;localhost;domain ; localhost;52720;;;;;;9337;4/0/1;A;13.225.31.91,;A;1;;;;;-111;;;;;;;;;;;;;;
19:20:20.219683;IP;localhost;46343; localhost;domain;;;;;;50260;[1au];A?;dt.adsafeprotected.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:20.219925;IP;localhost;domain ; localhost;46343;;;;;;50260;2/0/1;CNAME;sjedt.adsafeprotected.com.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:20.558560;IP;localhost;56032; localhost;domain;;;;;;2976;[1au];A?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:20.559050;IP;localhost;56032; localhost;domain;;;;;;65453;[1au];AAAA?;fra1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:20.580366;IP;localhost;domain ; localhost;56032;;;;;;2976;8/0/1;A;37.252.172.38,;A;1;;;;;A;37.252.173.38,;A;37.252.172.250,;A;37.252.172.249,;A;37.252.172.37;-174;;;;;;
19:20:20.582999;IP;localhost;domain ; localhost;56032;;;;;;65453;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;;;
19:20:20.728101;IP;localhost;60930; localhost;domain;;;;;;4844;[1au];A?;bcp.crwdcntrl.net.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:20.728486;IP;localhost;60930; localhost;domain;;;;;;32502;[1au];AAAA?;bcp.crwdcntrl.net.;-46;1;;;;;;;;;;;;;;;;;;;
19:20:20.728600;IP;localhost;domain ; localhost;60930;;;;;;32502;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;;;
19:20:20.751218;IP;localhost;domain ; localhost;60930;;;;;;4844;8/0/1;A;34.253.109.165,;A;1;;;;;A;54.171.59.252,;A;34.245.253.34,;A;99.80.128.92,;A;52.49.190.28;-174;;;;;;
19:20:20.805042;IP;localhost;40321; localhost;domain;;;;;;31583;[1au];A?;ana.tunnl.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:20.805424;IP;localhost;40321; localhost;domain;;;;;;39787;[1au];AAAA?;ana.tunnl.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:20.805537;IP;localhost;domain ; localhost;40321;;;;;;39787;0/0/1;-42;;;1;;;;;;;;;;;;;;;;;;;
19:20:20.826915;IP;localhost;domain ; localhost;40321;;;;;;31583;1/0/1;A;35.190.43.247;-58;1;;;;;;;;;;;;;;;;;;;
19:20:21.573407;IP;localhost;40345; localhost;domain;;;;;;64754;[1au];A?;hb.improvedigital.com.;-50;1;;;;;;;;;;;;;;;;;;;
19:20:21.574019;IP;localhost;40345; localhost;domain;;;;;;34045;[1au];AAAA?;hb.improvedigital.com.;-50;1;;;;;;;;;;;;;;;;;;;
19:20:21.595756;IP;localhost;domain ; localhost;40345;;;;;;64754;4/0/1;CNAME;di-8nxpb9q8.leasewebultracdn.com.,;CNAME;1;;;;;-161;;;;;;;;;;;;;;
19:20:21.598511;IP;localhost;domain ; localhost;40345;;;;;;34045;2/0/1;CNAME;di-8nxpb9q8.leasewebultracdn.com.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:21.851033;IP;localhost;43830; localhost;domain;;;;;;30783;[1au];A?;pub.tunnl.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:21.851501;IP;localhost;43830; localhost;domain;;;;;;2122;[1au];AAAA?;pub.tunnl.com.;-42;1;;;;;;;;;;;;;;;;;;;
19:20:21.851615;IP;localhost;domain ; localhost;43830;;;;;;2122;0/0/1;-42;;;1;;;;;;;;;;;;;;;;;;;
19:20:21.873163;IP;localhost;domain ; localhost;43830;;;;;;30783;1/0/1;A;35.190.41.40;-58;1;;;;;;;;;;;;;;;;;;;
19:20:22.005730;IP;localhost;51892; localhost;domain;;;;;;7602;[1au];A?;as-sec.casalemedia.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:22.006385;IP;localhost;51892; localhost;domain;;;;;;46524;[1au];AAAA?;as-sec.casalemedia.com.;-51;1;;;;;;;;;;;;;;;;;;;
19:20:22.006608;IP;localhost;domain ; localhost;51892;;;;;;46524;2/0/1;CNAME;as-sec.casalemedia.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:22.017445;IP;localhost;47835; localhost;domain;;;;;;19863;[1au];A?;e.serverbid.com.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:22.017633;IP;localhost;domain ; localhost;47835;;;;;;19863;1/0/1;A;206.189.254.17;-60;1;;;;;;;;;;;;;;;;;;;
19:20:22.017665;IP;localhost;47835; localhost;domain;;;;;;48545;[1au];AAAA?;e.serverbid.com.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:22.017751;IP;localhost;domain ; localhost;47835;;;;;;48545;0/0/1;-44;;;1;;;;;;;;;;;;;;;;;;;
19:20:22.018768;IP;localhost;54215; localhost;domain;;;;;;20845;[1au];A?;e.serverbid.com.;-44;1;;;;;;;;;;;;;;;;;;;
19:20:22.018954;IP;localhost;domain ; localhost;54215;;;;;;20845;1/0/1;A;206.189.254.17;-60;1;;;;;;;;;;;;;;;;;;;
19:20:22.027350;IP;localhost;domain ; localhost;51892;;;;;;7602;3/0/1;CNAME;as-sec.casalemedia.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:22.037687;IP;localhost;33568; localhost;domain;;;;;;276;[1au];A?;fastlane.rubiconproject.com.;-56;1;;;;;;;;;;;;;;;;;;;
19:20:22.038008;IP;localhost;domain ; localhost;33568;;;;;;276;7/0/1;CNAME;optimized-by.rubiconproject.net.akadns.net.,;CNAME;1;;;;;A;213.19.162.31,;A;213.19.162.41,;A;213.19.162.61;-224;;;;;;;;
19:20:22.039036;IP;localhost;33568; localhost;domain;;;;;;12574;[1au];AAAA?;fastlane.rubiconproject.com.;-56;1;;;;;;;;;;;;;;;;;;;
19:20:22.039350;IP;localhost;domain ; localhost;33568;;;;;;12574;2/0/1;CNAME;optimized-by.rubiconproject.net.akadns.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:22.052677;IP;localhost;34426; localhost;domain;;;;;;11437;[1au];A?;prg.smartadserver.com.;-50;1;;;;;;;;;;;;;;;;;;;
19:20:22.053025;IP;localhost;domain ; localhost;34426;;;;;;11437;9/0/1;CNAME;prga.smartadserver.com.,;CNAME;1;;;;;A;185.86.137.17,;A;185.86.137.43,;A;185.86.137.32,;A;185.86.137.42,;A;185.86.137.113;-227;;;;
19:20:22.053059;IP;localhost;34426; localhost;domain;;;;;;23735;[1au];AAAA?;prg.smartadserver.com.;-50;1;;;;;;;;;;;;;;;;;;;
19:20:22.053339;IP;localhost;domain ; localhost;34426;;;;;;23735;3/0/1;CNAME;prga.smartadserver.com.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:22.063401;IP;localhost;41854; localhost;domain;;;;;;3237;[1au];A?;prg.smartadserver.com.;-50;1;;;;;;;;;;;;;;;;;;;
19:20:22.063838;IP;localhost;domain ; localhost;41854;;;;;;3237;9/0/1;CNAME;prga.smartadserver.com.,;CNAME;1;;;;;A;185.86.137.17,;A;185.86.137.43,;A;185.86.137.32,;A;185.86.137.42,;A;185.86.137.113;-227;;;;
19:20:22.063881;IP;localhost;41854; localhost;domain;;;;;;48304;[1au];AAAA?;prg.smartadserver.com.;-50;1;;;;;;;;;;;;;;;;;;;
19:20:22.064158;IP;localhost;domain ; localhost;41854;;;;;;48304;3/0/1;CNAME;prga.smartadserver.com.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:22.071547;IP;localhost;56239; localhost;domain;;;;;;23686;[1au];A?;snigel-d.openx.net.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:22.071821;IP;localhost;domain ; localhost;56239;;;;;;23686;1/0/1;A;34.95.120.147;-63;1;;;;;;;;;;;;;;;;;;;
19:20:22.071855;IP;localhost;56239; localhost;domain;;;;;;49296;[1au];AAAA?;snigel-d.openx.net.;-47;1;;;;;;;;;;;;;;;;;;;
19:20:22.071951;IP;localhost;domain ; localhost;56239;;;;;;49296;0/0/1;-47;;;1;;;;;;;;;;;;;;;;;;;
19:20:22.099865;IP;localhost;57879; localhost;domain;;;;;;43142;[1au];A?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;;;
19:20:22.100206;IP;localhost;domain ; localhost;57879;;;;;;43142;10/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;A;37.252.172.249,;A;37.252.172.38,;A;37.252.172.36,;A;37.252.173.62,;A;37.252.173.38,;A;37.252.172.45;-218;;
19:20:22.100242;IP;localhost;57879; localhost;domain;;;;;;49296;[1au];AAAA?;ib.adnxs.com.;-41;1;;;;;;;;;;;;;;;;;;;
19:20:22.123841;IP;localhost;domain ; localhost;57879;;;;;;49296;2/0/1;CNAME;g.geogslb.com.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:22.712880;IP;localhost;60503; localhost;domain;;;;;;57007;[1au];A?;outlook.live.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:22.713706;IP;localhost;60503; localhost;domain;;;;;;2746;[1au];AAAA?;outlook.live.com.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:22.735921;IP;localhost;domain ; localhost;60503;;;;;;57007;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;A;13.107.42.11;-179;;;;;;;;;;;;
19:20:22.738603;IP;localhost;domain ; localhost;60503;;;;;;2746;5/0/1;CNAME;live.ms-acdc.office.com.,;CNAME;1;;;;;AAAA;2620:1ec:21::11;-191;;;;;;;;;;;;
19:20:23.129220;IP;localhost;39433; localhost;domain;;;;;;45868;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;;;
19:20:23.129585;IP;localhost;domain ; localhost;39433;;;;;;45868;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;-140;;;;;;;;;;;;;;
19:20:23.129622;IP;localhost;39433; localhost;domain;;;;;;4919;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;;;
19:20:23.152403;IP;localhost;domain ; localhost;39433;;;;;;4919;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;;;
19:20:23.689109;IP;localhost;58016; localhost;domain;;;;;;5486;[1au];A?;pixel.carambo.la.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:23.689508;IP;localhost;58016; localhost;domain;;;;;;47484;[1au];AAAA?;pixel.carambo.la.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:23.697780;IP;localhost;60666; localhost;domain;;;;;;49549;[1au];A?;route.carambo.la.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:23.698139;IP;localhost;60666; localhost;domain;;;;;;14744;[1au];AAAA?;route.carambo.la.;-45;1;;;;;;;;;;;;;;;;;;;
19:20:23.711612;IP;localhost;domain ; localhost;58016;;;;;;5486;5/0/1;CNAME;cbola-analytics-c5-6.us-east-1.elasticbeanstalk.com.,;A;1;;;;;A;18.210.118.130;-174;;;;;;;;;;;;
19:20:23.719532;IP;localhost;domain ; localhost;60666;;;;;;49549;3/0/1;CNAME;redirectionserver-env-3.eu-west-2.elasticbeanstalk.com.,;A;1;;;;;;;;;;;;;;;;;;;
19:20:23.721591;IP;localhost;domain ; localhost;60666;;;;;;14744;1/0/1;CNAME;redirectionserver-env-3.eu-west-2.elasticbeanstalk.com.;-113;1;;;;;;;;;;;;;;;;;;;
19:20:23.735553;IP;localhost;domain ; localhost;58016;;;;;;47484;1/0/1;CNAME;cbola-analytics-c5-6.us-east-1.elasticbeanstalk.com.;-110;1;;;;;;;;;;;;;;;;;;;
19:20:24.370238;IP;localhost;47283; localhost;domain;;;;;;60660;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;;;
19:20:24.370546;IP;localhost;domain ; localhost;47283;;;;;;60660;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;-140;;;;;;;;;;;;;;
19:20:24.370583;IP;localhost;47283; localhost;domain;;;;;;51454;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;;;
