Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;;;;
20:01:48.411372;IP;localhost;domain ; localhost;49597;;;;;;20241;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:48.433948;IP;localhost;domain ; localhost;49597;;;;;;40706;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:49.447827;IP;localhost;49997; localhost;domain;;;;;;40846;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:49.448238;IP;localhost;domain ; localhost;49997;;;;;;40846;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:49.449798;IP;localhost;49997; localhost;domain;;;;;;58265;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:49.450209;IP;localhost;domain ; localhost;49997;;;;;;58265;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:49.467620;IP;localhost;37288; localhost;domain;;;;;;3903;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:49.468033;IP;localhost;domain ; localhost;37288;;;;;;3903;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:49.468127;IP;localhost;37288; localhost;domain;;;;;;1866;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:49.468342;IP;localhost;domain ; localhost;37288;;;;;;1866;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:50.237053;IP;localhost;59173; localhost;domain;;;;;;15829;[1au];A?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:50.237375;IP;localhost;domain ; localhost;59173;;;;;;15829;2/0/1;CNAME;tls13.taboola.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:50.237413;IP;localhost;59173; localhost;domain;;;;;;12771;[1au];AAAA?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:50.237562;IP;localhost;domain ; localhost;59173;;;;;;12771;1/0/1;CNAME;tls13.taboola.map.fastly.net.;-86;1;;;;;;;;;;;;;;;;;
20:01:50.313078;IP;localhost;58995; localhost;domain;;;;;;9287;[1au];A?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:50.313339;IP;localhost;domain ; localhost;58995;;;;;;9287;2/0/1;CNAME;tls13.taboola.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:50.315632;IP;localhost;58995; localhost;domain;;;;;;64594;[1au];AAAA?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:50.315890;IP;localhost;domain ; localhost;58995;;;;;;64594;1/0/1;CNAME;tls13.taboola.map.fastly.net.;-86;1;;;;;;;;;;;;;;;;;
20:01:50.792411;IP;localhost;47157; localhost;domain;;;;;;12627;[1au];A?;html5.api.gamedistribution.com.;-59;1;;;;;;;;;;;;;;;;;
20:01:50.792760;IP;localhost;domain ; localhost;47157;;;;;;12627;2/0/1;A;104.26.11.48,;A;1;;;;;;;;;;;;;;;;;
20:01:50.793076;IP;localhost;47157; localhost;domain;;;;;;32094;[1au];AAAA?;html5.api.gamedistribution.com.;-59;1;;;;;;;;;;;;;;;;;
20:01:50.793202;IP;localhost;domain ; localhost;47157;;;;;;32094;2/0/1;AAAA;2606:4700:20::681a:b30,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:51.023098;IP;localhost;48552; localhost;domain;;;;;;39634;[1au];A?;www.google-analytics.com.;-53;1;;;;;;;;;;;;;;;;;
20:01:51.023638;IP;localhost;48552; localhost;domain;;;;;;3806;[1au];AAAA?;www.google-analytics.com.;-53;1;;;;;;;;;;;;;;;;;
20:01:51.046067;IP;localhost;domain ; localhost;48552;;;;;;39634;2/0/1;CNAME;www-google-analytics.l.google.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:51.047828;IP;localhost;domain ; localhost;48552;;;;;;3806;2/0/1;CNAME;www-google-analytics.l.google.com.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:51.049258;IP;localhost;36531; localhost;domain;;;;;;63113;[1au];A?;game.api.gamedistribution.com.;-58;1;;;;;;;;;;;;;;;;;
20:01:51.049437;IP;localhost;domain ; localhost;36531;;;;;;63113;2/0/1;A;104.26.10.48,;A;1;;;;;;;;;;;;;;;;;
20:01:51.050015;IP;localhost;36531; localhost;domain;;;;;;20115;[1au];AAAA?;game.api.gamedistribution.com.;-58;1;;;;;;;;;;;;;;;;;
20:01:51.050145;IP;localhost;domain ; localhost;36531;;;;;;20115;2/0/1;AAAA;2606:4700:20::681a:a30,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:51.117119;IP;localhost;57945; localhost;domain;;;;;;4673;[1au];A?;hb.improvedigital.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:51.117557;IP;localhost;57945; localhost;domain;;;;;;15948;[1au];AAAA?;hb.improvedigital.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:51.141416;IP;localhost;domain ; localhost;57945;;;;;;15948;2/0/1;CNAME;di-8nxpb9q8.leasewebultracdn.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:51.143632;IP;localhost;domain ; localhost;57945;;;;;;4673;4/0/1;CNAME;di-8nxpb9q8.leasewebultracdn.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:51.164932;IP;localhost;51055; localhost;domain;;;;;;29243;[1au];A?;pub.tunnl.com.;-42;1;;;;;;;;;;;;;;;;;
20:01:51.165400;IP;localhost;51055; localhost;domain;;;;;;57925;[1au];AAAA?;pub.tunnl.com.;-42;1;;;;;;;;;;;;;;;;;
20:01:51.187315;IP;localhost;domain ; localhost;51055;;;;;;57925;0/0/1;-42;;;1;;;;;;;;;;;;;;;;;
20:01:51.187402;IP;localhost;domain ; localhost;51055;;;;;;29243;1/0/1;A;35.190.41.40;-58;1;;;;;;;;;;;;;;;;;
20:01:51.191666;IP;localhost;37743; localhost;domain;;;;;;42848;[1au];A?;www.googletagservices.com.;-54;1;;;;;;;;;;;;;;;;;
20:01:51.191952;IP;localhost;domain ; localhost;37743;;;;;;42848;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:51.191991;IP;localhost;37743; localhost;domain;;;;;;17258;[1au];AAAA?;www.googletagservices.com.;-54;1;;;;;;;;;;;;;;;;;
20:01:51.192153;IP;localhost;domain ; localhost;37743;;;;;;17258;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:51.215804;IP;localhost;48906; localhost;domain;;;;;;11468;[1au];A?;imasdk.googleapis.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:51.216042;IP;localhost;domain ; localhost;48906;;;;;;11468;1/0/1;A;172.217.22.138;-66;1;;;;;;;;;;;;;;;;;
20:01:51.216077;IP;localhost;48906; localhost;domain;;;;;;23766;[1au];AAAA?;imasdk.googleapis.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:51.237904;IP;localhost;domain ; localhost;48906;;;;;;23766;1/0/1;AAAA;2a00:1450:4007:811::200a;-78;1;;;;;;;;;;;;;;;;;
20:01:51.244005;IP;localhost;60945; localhost;domain;;;;;;42601;[1au];A?;www.googletagservices.com.;-54;1;;;;;;;;;;;;;;;;;
20:01:51.244303;IP;localhost;domain ; localhost;60945;;;;;;42601;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:51.244378;IP;localhost;60945; localhost;domain;;;;;;41587;[1au];AAAA?;www.googletagservices.com.;-54;1;;;;;;;;;;;;;;;;;
20:01:51.244533;IP;localhost;domain ; localhost;60945;;;;;;41587;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:51.562632;IP;localhost;53282; localhost;domain;;;;;;45207;[1au];A?;googleads.g.doubleclick.net.;-56;1;;;;;;;;;;;;;;;;;
20:01:51.563138;IP;localhost;53282; localhost;domain;;;;;;44194;[1au];AAAA?;googleads.g.doubleclick.net.;-56;1;;;;;;;;;;;;;;;;;
20:01:51.563695;IP;localhost;39940; localhost;domain;;;;;;4310;[1au];A?;pubads.g.doubleclick.net.;-53;1;;;;;;;;;;;;;;;;;
20:01:51.563956;IP;localhost;domain ; localhost;39940;;;;;;4310;2/0/1;CNAME;partnerad.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:51.563996;IP;localhost;39940; localhost;domain;;;;;;45277;[1au];AAAA?;pubads.g.doubleclick.net.;-53;1;;;;;;;;;;;;;;;;;
20:01:51.564162;IP;localhost;domain ; localhost;39940;;;;;;45277;1/0/1;CNAME;partnerad.l.doubleclick.net.;-79;1;;;;;;;;;;;;;;;;;
20:01:51.584627;IP;localhost;domain ; localhost;53282;;;;;;45207;2/0/1;CNAME;pagead46.l.doubleclick.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:51.586723;IP;localhost;domain ; localhost;53282;;;;;;44194;2/0/1;CNAME;pagead46.l.doubleclick.net.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:51.619895;IP;localhost;48465; localhost;domain;;;;;;63435;[1au];A?;s0.2mdn.net.;-40;1;;;;;;;;;;;;;;;;;
20:01:51.620173;IP;localhost;domain ; localhost;48465;;;;;;63435;2/0/1;CNAME;s0-2mdn-net.l.google.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:51.620213;IP;localhost;48465; localhost;domain;;;;;;58326;[1au];AAAA?;s0.2mdn.net.;-40;1;;;;;;;;;;;;;;;;;
20:01:51.620365;IP;localhost;domain ; localhost;48465;;;;;;58326;2/0/1;CNAME;s0-2mdn-net.l.google.com.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:52.017697;IP;localhost;33715; localhost;domain;;;;;;45107;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:52.017995;IP;localhost;domain ; localhost;33715;;;;;;45107;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:52.018149;IP;localhost;33715; localhost;domain;;;;;;63548;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:52.018353;IP;localhost;domain ; localhost;33715;;;;;;63548;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:52.596886;IP;localhost;60903; localhost;domain;;;;;;8102;[1au];A?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:52.597347;IP;localhost;domain ; localhost;60903;;;;;;8102;4/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:52.597434;IP;localhost;60903; localhost;domain;;;;;;18355;[1au];AAAA?;m.adnxs.com.;-40;1;;;;;;;;;;;;;;;;;
20:01:52.597625;IP;localhost;domain ; localhost;60903;;;;;;18355;2/0/1;CNAME;microsoft.geo.appnexusgslb.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:53.079951;IP;localhost;59363; localhost;domain;;;;;;64642;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:53.080188;IP;localhost;domain ; localhost;59363;;;;;;64642;8/0/1;A;185.33.221.14,;A;1;;;;;;;;;;;;;;;;;
20:01:53.080227;IP;localhost;59363; localhost;domain;;;;;;62604;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:53.080321;IP;localhost;domain ; localhost;59363;;;;;;62604;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:53.355282;IP;localhost;35003; localhost;domain;;;;;;3178;[1au];A?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:53.355562;IP;localhost;domain ; localhost;35003;;;;;;3178;8/0/1;A;185.33.221.14,;A;1;;;;;;;;;;;;;;;;;
20:01:53.355639;IP;localhost;35003; localhost;domain;;;;;;116;[1au];AAAA?;ams1-ib.adnxs.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:53.355735;IP;localhost;domain ; localhost;35003;;;;;;116;0/0/1;-46;;;1;;;;;;;;;;;;;;;;;
20:01:55.175646;IP;localhost;40910; localhost;domain;;;;;;9411;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:55.176234;IP;localhost;40910; localhost;domain;;;;;;52429;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:55.198378;IP;localhost;domain ; localhost;40910;;;;;;9411;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:55.219584;IP;localhost;domain ; localhost;40910;;;;;;52429;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:55.357791;IP;localhost;43866; localhost;domain;;;;;;61213;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:55.358546;IP;localhost;domain ; localhost;43866;;;;;;61213;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:55.359356;IP;localhost;43866; localhost;domain;;;;;;21289;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:55.381750;IP;localhost;domain ; localhost;43866;;;;;;21289;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:55.884042;IP;localhost;44836; localhost;domain;;;;;;63155;[1au];A?;cdn.slidesharecdn.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:55.884406;IP;localhost;44836; localhost;domain;;;;;;52917;[1au];AAAA?;cdn.slidesharecdn.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:55.919036;IP;localhost;domain ; localhost;44836;;;;;;63155;3/0/1;CNAME;wildcard.slidesharecdn.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:55.921625;IP;localhost;43635; localhost;domain;;;;;;54998;[1au];A?;fonts.gstatic.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:55.921848;IP;localhost;domain ; localhost;43635;;;;;;54998;2/0/1;CNAME;gstaticadssl.l.google.com.,;A;1;;;;;;;;;;;;;;;;;
20:01:55.921881;IP;localhost;43635; localhost;domain;;;;;;41702;[1au];AAAA?;fonts.gstatic.com.;-46;1;;;;;;;;;;;;;;;;;
20:01:55.922015;IP;localhost;domain ; localhost;43635;;;;;;41702;2/0/1;CNAME;gstaticadssl.l.google.com.,;AAAA;1;;;;;;;;;;;;;;;;;
20:01:55.946209;IP;localhost;domain ; localhost;44836;;;;;;52917;2/0/1;CNAME;wildcard.slidesharecdn.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:56.154828;IP;localhost;51482; localhost;domain;;;;;;57991;[1au];A?;cdn.slidesharecdn.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:56.155151;IP;localhost;domain ; localhost;51482;;;;;;57991;3/0/1;CNAME;wildcard.slidesharecdn.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:56.155188;IP;localhost;51482; localhost;domain;;;;;;45713;[1au];AAAA?;cdn.slidesharecdn.com.;-50;1;;;;;;;;;;;;;;;;;
20:01:56.155380;IP;localhost;domain ; localhost;51482;;;;;;45713;2/0/1;CNAME;wildcard.slidesharecdn.com.edgekey.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:56.730798;IP;localhost;51927; localhost;domain;;;;;;54235;[1au];A?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:56.731059;IP;localhost;domain ; localhost;51927;;;;;;54235;2/0/1;CNAME;tls13.taboola.map.fastly.net.,;A;1;;;;;;;;;;;;;;;;;
20:01:56.731094;IP;localhost;51927; localhost;domain;;;;;;28646;[1au];AAAA?;trc.taboola.com.;-44;1;;;;;;;;;;;;;;;;;
20:01:56.752868;IP;localhost;domain ; localhost;51927;;;;;;28646;1/0/1;CNAME;tls13.taboola.map.fastly.net.;-86;1;;;;;;;;;;;;;;;;;
20:01:57.347379;IP;localhost;38432; localhost;domain;;;;;;43829;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:57.347802;IP;localhost;domain ; localhost;38432;;;;;;43829;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:57.347845;IP;localhost;38432; localhost;domain;;;;;;56128;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:57.348045;IP;localhost;domain ; localhost;38432;;;;;;56128;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:57.361698;IP;localhost;51094; localhost;domain;;;;;;15931;[1au];A?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:57.362591;IP;localhost;domain ; localhost;51094;;;;;;15931;3/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:01:57.362681;IP;localhost;51094; localhost;domain;;;;;;43346;[1au];AAAA?;browser.pipe.aria.microsoft.com.;-60;1;;;;;;;;;;;;;;;;;
20:01:57.363332;IP;localhost;domain ; localhost;51094;;;;;;43346;2/0/1;CNAME;browser.events.data.trafficmanager.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.383054;IP;localhost;41245; localhost;domain;;;;;;6157;[1au];A?;www.linkedin.com.;-45;1;;;;;;;;;;;;;;;;;
20:02:00.383556;IP;localhost;41245; localhost;domain;;;;;;33816;[1au];AAAA?;www.linkedin.com.;-45;1;;;;;;;;;;;;;;;;;
20:02:00.404623;IP;localhost;domain ; localhost;41245;;;;;;6157;4/0/1;CNAME;www-src.linkedin.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.406175;IP;localhost;domain ; localhost;41245;;;;;;33816;4/0/1;CNAME;www-src.linkedin.com.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.411062;IP;localhost;53050; localhost;domain;;;;;;30720;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.411456;IP;localhost;53050; localhost;domain;;;;;;36874;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.433332;IP;localhost;domain ; localhost;53050;;;;;;36874;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.433602;IP;localhost;domain ; localhost;53050;;;;;;30720;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.447731;IP;localhost;53591; localhost;domain;;;;;;1754;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.448032;IP;localhost;domain ; localhost;53591;;;;;;1754;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.448066;IP;localhost;53591; localhost;domain;;;;;;4836;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.448341;IP;localhost;domain ; localhost;53591;;;;;;4836;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.456839;IP;localhost;41986; localhost;domain;;;;;;40520;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.457234;IP;localhost;domain ; localhost;41986;;;;;;40520;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.457272;IP;localhost;41986; localhost;domain;;;;;;56914;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.457461;IP;localhost;domain ; localhost;41986;;;;;;56914;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.463854;IP;localhost;53406; localhost;domain;;;;;;38592;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.464152;IP;localhost;domain ; localhost;53406;;;;;;38592;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.464299;IP;localhost;53406; localhost;domain;;;;;;65226;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.464508;IP;localhost;domain ; localhost;53406;;;;;;65226;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.467006;IP;localhost;60918; localhost;domain;;;;;;55927;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.467440;IP;localhost;domain ; localhost;60918;;;;;;55927;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.467481;IP;localhost;60918; localhost;domain;;;;;;36481;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.467676;IP;localhost;domain ; localhost;60918;;;;;;36481;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.471476;IP;localhost;37328; localhost;domain;;;;;;54986;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.471851;IP;localhost;domain ; localhost;37328;;;;;;54986;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.471891;IP;localhost;37328; localhost;domain;;;;;;11989;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.472141;IP;localhost;domain ; localhost;37328;;;;;;11989;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.485755;IP;localhost;49486; localhost;domain;;;;;;61070;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.486057;IP;localhost;domain ; localhost;49486;;;;;;61070;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.486091;IP;localhost;49486; localhost;domain;;;;;;665;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.486318;IP;localhost;domain ; localhost;49486;;;;;;665;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.490919;IP;localhost;57535; localhost;domain;;;;;;9741;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.491257;IP;localhost;domain ; localhost;57535;;;;;;9741;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.491293;IP;localhost;57535; localhost;domain;;;;;;41494;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.491482;IP;localhost;domain ; localhost;57535;;;;;;41494;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.504182;IP;localhost;60000; localhost;domain;;;;;;21152;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.504483;IP;localhost;domain ; localhost;60000;;;;;;21152;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.504516;IP;localhost;60000; localhost;domain;;;;;;18090;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.504703;IP;localhost;domain ; localhost;60000;;;;;;18090;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.508124;IP;localhost;54100; localhost;domain;;;;;;42677;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.508414;IP;localhost;domain ; localhost;54100;;;;;;42677;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.508446;IP;localhost;54100; localhost;domain;;;;;;4800;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.508634;IP;localhost;domain ; localhost;54100;;;;;;4800;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.512019;IP;localhost;59005; localhost;domain;;;;;;52840;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.512354;IP;localhost;domain ; localhost;59005;;;;;;52840;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.512390;IP;localhost;59005; localhost;domain;;;;;;24178;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.512578;IP;localhost;domain ; localhost;59005;;;;;;24178;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.517757;IP;localhost;57213; localhost;domain;;;;;;57080;[1au];A?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.518061;IP;localhost;domain ; localhost;57213;;;;;;57080;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
20:02:00.518095;IP;localhost;57213; localhost;domain;;;;;;28164;[1au];AAAA?;media-exp1.licdn.com.;-49;1;;;;;;;;;;;;;;;;;
20:02:00.518279;IP;localhost;domain ; localhost;57213;;;;;;28164;3/0/1;CNAME;2-01-2c3e-005c.cdx.cedexis.net.,;CNAME;1;;;;;;;;;;;;;;;;;
