Heure;Protocole1;IPSource;PortSource;IPDestination;PortDestination;Protocole2;Typedepaquet;id;seq;length;Flags;A;B;C;D;Label;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;48157;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;12822;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;12822;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;48413;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;48413;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;13078;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;13078;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;48669;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;48669;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;13334;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;13334;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;48925;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;48925;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;13590;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;13590;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;49181;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;49181;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;13846;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;13846;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;49437;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;49437;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;14102;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;14102;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;49693;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;49693;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;6693;14358;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;6693;14358;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo request;61476;49949;8;;;;;;0;;;;;;;;;;;;;;
18:36:23;IP;localhost;;localhost;;ICMP;echo reply;61476;49949;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;14614;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;14614;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;50205;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;50205;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;50461;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;50461;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;14870;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;14870;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;50717;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;50717;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;15126;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;15126;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;15382;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;15382;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;50973;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;50973;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;61476;51229;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;61476;51229;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo request;6693;15638;8;;;;;;0;;;;;;;;;;;;;;
18:36:24;IP;localhost;;localhost;;ICMP;echo reply;6693;15638;8;;;;;;0;;;;;;;;;;;;;;
